RunDate,RunTime,PremiseId,Year,RateClass,Strata,RecipeICap
2016-09-29,14:18,4234053166,2015,GS3,GS3,7.62938
2016-09-29,14:18,5153093009,2014,GS1,GS1,0.
2016-09-29,14:18,5153093009,2015,GS1,GS1,4.75189
2016-09-29,14:18,6763055005,2014,OP3,OP3,0.
2016-09-29,14:18,6763055005,2015,OP3,OP3,0.
2016-09-29,14:18,7323053020,2014,L4L,L4L,0.
2016-09-29,14:18,7323053020,2015,L4L,L4L,0.
2016-09-29,14:18,6947012004,2015,GS,101,0.
2016-09-29,14:18,7497129037,2014,GS3,GS3,0.
2016-09-29,14:18,7497129037,2015,GS3,GS3,24.4913
