2016-10-18,16:12,PJM,CENTHUD,1110106000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1110106000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1123147000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1123147000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1123168000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1123168000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1133160000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1133160000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1133225000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1133225000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1137040001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,1137040001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8503279001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8503279001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8503279200,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8503279200,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8506006401,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8506006401,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8506006401,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8506006401,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8844518001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8844518001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8844518001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8844518001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8497059000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8497059000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8497059000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8497059000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8501070000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8501070000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8501070000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8501070000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8502017000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8502017000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8503009007,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8503009007,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492167000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492167000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492167000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492167000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8495056000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8495056000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8495056000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8495056000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8496185001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8496185001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8496185001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8496185001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489275001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489275001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492021000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492021000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492076001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492076001,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492076001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492076001,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492095500,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492095500,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492158000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8492158000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489035000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489035000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489042000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489042000,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489042000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489042000,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489152500,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489152500,2015,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489152500,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489152500,2016,1,RNH,CON,0.
2016-10-18,16:12,PJM,CENTHUD,8489275001,2015,1,RNH,CON,0.
